source_page,region,circ_num,circonscription,inscrits,votants,taux_participation,blancs_nuls,exprimes,parti,candidat,voix,pourcentage,elu
15,GOH,078,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",19298.0,8991.0,46.59,505.0,8486.0,INDEPENDANT,KOFFI KRA SERGE-PACOME,986,11.62,False
15,GOH,078,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",19298.0,8991.0,46.59,505.0,8486.0,INDEPENDANT,KOFFI STEPHANE NANAN ATHESSY,1156,13.62,False
15,GOH,078,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",19298.0,8991.0,46.59,505.0,8486.0,INDEPENDANT,SEYAN KAMATE ISSOUF,692,8.15,False
15,GOH,078,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",19298.0,8991.0,46.59,505.0,8486.0,REEL.CI,KOUADIO KOUABENA WILFRIED DELAFOSSE,334,3.94,False
15,GOH,078,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",19298.0,8991.0,46.59,505.0,8486.0,INDEPENDANT,KOFFI GBALAZOU OLIVIER,30,0.35,False
15,GOH,078,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",19298.0,8991.0,46.59,505.0,8486.0,INDEPENDANT,OUATTARA AZOUMANAN,2121,28.81,False
15,GOH,078,"SERIHIO, COMMUNES ET SOUS-PREFECTURES, GAGNOA,",19298.0,8991.0,46.59,505.0,8486.0,INDEPENDANT,BENIE KOUAKOU ADAYE GERARD,428,5.81,False
15,GOH,079,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",15315.0,7579.0,49.49,218.0,7361.0,INDEPENDANT,KAMAGATE YAHASSINAN,3812,35.21,False
15,GONTOUGO,080,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",19968.0,10862.0,54.4,37.0,10825.0,CODE,OUATTARA LASSINA,67,0.62,False
15,GONTOUGO,080,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",19968.0,10862.0,54.4,37.0,10825.0,RHDP,OUATTARA ABOUBAKAR,6864,63.41,True
15,GONTOUGO,080,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",19968.0,10862.0,54.4,37.0,10825.0,INDEPENDANT,FIENI KOFFI KEVIN,2131,9.98,False
15,GONTOUGO,080,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",19968.0,10862.0,54.4,37.0,10825.0,INDEPENDANT,BOBLAI DOUASSOH JOSINANE ISABELLE,2483,11.62,False
15,GONTOUGO,081,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",39059.0,21861.0,55.97,501.0,21360.0,ADCI,TEYA YAO BILLY CURTIS,258,1.21,False
15,GONTOUGO,081,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",39059.0,21861.0,55.97,501.0,21360.0,PDCI-RDA,SERGE YVON VREMEN,754,3.53,False
15,GONTOUGO,081,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",39059.0,21861.0,55.97,501.0,21360.0,RHDP,KOBENAN KOUASSI ADJOUMANI,15617,73.11,True
15,GONTOUGO,081,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",39059.0,21861.0,55.97,501.0,21360.0,INDEPENDANT,TANO KOUABENAN ISAAC,6574,42.52,False
15,GONTOUGO,081,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",39059.0,21861.0,55.97,501.0,21360.0,INDEPENDANT,OUATTARA ASSANAN,58,0.38,False
15,GONTOUGO,082,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",30356.0,15766.0,51.94,305.0,15461.0,INDEPENDANT,BINI KOBENAN SERGE,148,0.96,False
15,GONTOUGO,082,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",30356.0,15766.0,51.94,305.0,15461.0,PDCI-RDA,KOBENA KOSSONOU PAUL,388,2.51,False
15,GONTOUGO,082,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",30356.0,15766.0,51.94,305.0,15461.0,RHDP,YOBOUA KOUABENAN CEVERIN,8175,52.87,True
16,GONTOUGO,082,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",30356.0,15766.0,51.94,305.0,15461.0,RHDP,UNE COTE D'IVOIRE EN PAIX PROSPERE ET SOLIDAIRE,13219,71.18,True
16,GONTOUGO,083,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",82680.0,18971.0,22.95,401.0,18570.0,MGC,POUR LA NATION,992,5.34,False
16,GONTOUGO,083,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",82680.0,18971.0,22.95,401.0,18570.0,PDCI-RDA,TOUS UNIS POUR LA COTE DIVOIRE,4189,22.56,False
16,GONTOUGO,083,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",82680.0,18971.0,22.95,401.0,18570.0,INDEPENDANT,KAKOU DIDIER PAUL AKA,45,0.39,False
16,GONTOUGO,083,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",82680.0,18971.0,22.95,401.0,18570.0,INDEPENDANT,KOUASSI ANDRE,1478,12.94,False
16,GONTOUGO,083,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",82680.0,18971.0,22.95,401.0,18570.0,INDEPENDANT,AMIE LEBA YOLANDE EPOUSE ADO,1001,8.76,False
16,GONTOUGO,084,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",39303.0,11713.0,29.8,289.0,11424.0,RHDP,YAO N'GUESSAN ALFRED,4567,39.98,True
16,GONTOUGO,084,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",39303.0,11713.0,29.8,289.0,11424.0,RHDP,AMON-TANOH BENOIT MARCEL,4630,53.63,True
16,GONTOUGO,084,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",39303.0,11713.0,29.8,289.0,11424.0,INDEPENDANT,ADJOUSSOU GUY-PEINE,23,0.27,False
16,GRANDS PONTS,085,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",28167.0,8826.0,31.33,192.0,8634.0,ADCI,GAHI GAHI INNOCENT,119,1.38,False
16,GRANDS PONTS,085,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",28167.0,8826.0,31.33,192.0,8634.0,INDEPENDANT,GNANDUILLET ARSENE LUCAIN,180,2.08,False
16,GRANDS PONTS,085,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",28167.0,8826.0,31.33,192.0,8634.0,FPI,N'GUESSAN DJIPRO GNANAGAHON VERONIQUE,285,3.3,False
16,GRANDS PONTS,085,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",28167.0,8826.0,31.33,192.0,8634.0,PDCI-RDA,KOUASSI EPSE AKA-ADJO MARIE-ANGE GEORGETTE AYA-BONI,1355,15.69,False
16,GRANDS PONTS,085,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",28167.0,8826.0,31.33,192.0,8634.0,INDEPENDANT,TAH GLAO AGUILAS,586,4.31,False
16,GRANDS PONTS,085,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",28167.0,8826.0,31.33,192.0,8634.0,PDCI-RDA,LEDIEHI KEMONDE CHRISTOPHE,505,3.71,False
16,GRANDS PONTS,085,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",28167.0,8826.0,31.33,192.0,8634.0,INDEPENDANT,BAKO JEAN PONDERE NESTOR,556,4.09,False
16,GRANDS PONTS,085,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",28167.0,8826.0,31.33,192.0,8634.0,INDEPENDANT,TAILLY THIERRY HERMANE,3315,24.38,False
16,GRANDS PONTS,086,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",38004.0,13853.0,36.45,257.0,13596.0,INDEPENDANT,DIET DAZAMIN ANGE LAURE,939,6.91,False
16,GRANDS PONTS,086,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",38004.0,13853.0,36.45,257.0,13596.0,INDEPENDANT,DOUAROU ZOH ANDREE JOSELYNE,273,2.01,False
16,GRANDS PONTS,086,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",38004.0,13853.0,36.45,257.0,13596.0,APR.CI,DJEHI MONHYA HYPPOLITE,214,1.57,False
16,GRANDS PONTS,086,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",38004.0,13853.0,36.45,257.0,13596.0,INDEPENDANT,TAE SYLVAIN,190,2.01,False
16,GRANDS PONTS,086,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",38004.0,13853.0,36.45,257.0,13596.0,INDEPENDANT,TAILLY JEAN CHARLES FELIX LAMBERT,390,4.13,False
16,GRANDS PONTS,086,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",38004.0,13853.0,36.45,257.0,13596.0,INDEPENDANT,GUIHIN DIOUFO NOMASSO,461,4.88,False
16,GUEMON,087,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",24148.0,9809.0,40.62,357.0,9452.0,PDCI-RDA,DOHO ZONSELOUE SIMON,2414,25.54,False
16,GUEMON,087,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",24148.0,9809.0,40.62,357.0,9452.0,INDEPENDANT,MARCEL TABA,2341,24.77,False
16,GUEMON,087,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",24148.0,9809.0,40.62,357.0,9452.0,INDEPENDANT,GUELADE DOUE GHISLAIN STANISLAS,756,8.0,False
16,GUEMON,087,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",24148.0,9809.0,40.62,357.0,9452.0,RHDP,BOHOUO DEHOUROU MATHURIN,2702,28.59,True
17,GUEMON,087,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",24148.0,9809.0,40.62,357.0,9452.0,INDEPENDANT,THE MANDE STEPHANE,156,1.34,False
17,GUEMON,087,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",24148.0,9809.0,40.62,357.0,9452.0,PDCI-RDA,GUI-DIBO DESIRE MAGLOIRE GNOMBLEHI,1183,10.17,False
17,GUEMON,087,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",24148.0,9809.0,40.62,357.0,9452.0,RHDP,DOUMBIA IBRAHIMA,8300,71.34,True
17,GUEMON,088,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",26419.0,11837.0,44.8,202.0,11635.0,INDEPENDANT,KONE BAKARY,1490,12.81,False
17,GUEMON,088,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",26419.0,11837.0,44.8,202.0,11635.0,INDEPENDANT,MOUHON BOZON ELVIS DESTY,214,1.84,False
17,GUEMON,088,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",26419.0,11837.0,44.8,202.0,11635.0,CODE,YOMI KAPEU,64,0.55,False
17,GUEMON,088,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",26419.0,11837.0,44.8,202.0,11635.0,INDEPENDANT,TAE AUBIN,45,0.37,False
17,GUEMON,088,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",26419.0,11837.0,44.8,202.0,11635.0,MGC,KAHAN ANGELINE,122,0.99,False
17,GUEMON,088,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",26419.0,11837.0,44.8,202.0,11635.0,INDEPENDANT,GNONBLESSON PIERRE QUINTUS,23,0.19,False
17,GUEMON,088,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",26419.0,11837.0,44.8,202.0,11635.0,PDCI-RDA,SOMDA FOVIN GEORGETTE EPOUSE GIELEN,3404,27.7,False
17,GUEMON,088,"KOUN-FAO, COMMUNE ET SOUS-PREFECTURE",26419.0,11837.0,44.8,202.0,11635.0,INDEPENDANT,GNAHE GOUSSE FRANCK,135,1.1,False
17,GUEMON,089,"DUEKOUE, COMMUNE",51242.0,12507.0,24.41,218.0,12289.0,INDEPENDANT,TOURE YACOUBA,654,5.32,False
17,GUEMON,089,"DUEKOUE, COMMUNE",51242.0,12507.0,24.41,218.0,12289.0,ADCI,GNENE BASILE,226,1.84,False
17,GUEMON,089,"DUEKOUE, COMMUNE",51242.0,12507.0,24.41,218.0,12289.0,AIRD,KAHE KPLOHOUROU ERIC VICTOR,566,4.61,False
17,GUEMON,089,"DUEKOUE, COMMUNE",51242.0,12507.0,24.41,218.0,12289.0,RHDP,TOURE FLANIZARA,5608,45.63,True
17,GUEMON,089,"DUEKOUE, COMMUNE",51242.0,12507.0,24.41,218.0,12289.0,FPI,TEHY MONSETEMON BASILE,1329,10.81,False
17,GUEMON,089,"DUEKOUE, COMMUNE",51242.0,12507.0,24.41,218.0,12289.0,PDCI-RDA,THE JASMIN ROGER,832,12.86,False
17,GUEMON,090,"DUEKOUE, COMMUNE",15092.0,6652.0,44.08,180.0,6472.0,RHDP,OULLA GUELADET EPHREM PRIVAT,2709,41.86,False
17,GUEMON,090,"DUEKOUE, COMMUNE",15092.0,6652.0,44.08,180.0,6472.0,INDEPENDANT,GNONKA ANGES,2814,43.48,True
17,GUEMON,090,"DUEKOUE, COMMUNE",15092.0,6652.0,44.08,180.0,6472.0,INDEPENDANT,TIE FELICIEN SERGE-ALAIN,223,2.66,False
17,GUEMON,090,"DUEKOUE, COMMUNE",15092.0,6652.0,44.08,180.0,6472.0,INDEPENDANT,BLEKAHI PHILIPPE,518,6.18,False
17,GUEMON,090,"DUEKOUE, COMMUNE",15092.0,6652.0,44.08,180.0,6472.0,ADCI,KINDRAUD MIANTE ALIDA VERONIQUE,347,4.14,False
17,GUEMON,090,"DUEKOUE, COMMUNE",15092.0,6652.0,44.08,180.0,6472.0,INDEPENDANT,MEAMBLY TIE EVARISTE EDOUARD,2551,30.43,False
17,GUEMON,091,"DUEKOUE, COMMUNE",25531.0,8572.0,33.57,189.0,8383.0,INDEPENDANT,TROH KELASSON ADELPHE,817,9.75,False
17,GUEMON,091,"DUEKOUE, COMMUNE",25531.0,8572.0,33.57,189.0,8383.0,INDEPENDANT,TIEPOHO DOHANEMON ALAIN,408,4.87,False
17,GUEMON,091,"DUEKOUE, COMMUNE",25531.0,8572.0,33.57,189.0,8383.0,INDEPENDANT,SEHI GUEHI PATRICK,375,4.47,False
17,GUEMON,091,"DUEKOUE, COMMUNE",25531.0,8572.0,33.57,189.0,8383.0,RHDP,SEA JEAN HONORE,3033,36.18,True
17,GUEMON,091,"DUEKOUE, COMMUNE",25531.0,8572.0,33.57,189.0,8383.0,PPSD,TIEHI EMMANUEL,492,4.84,False
17,GUEMON,091,"DUEKOUE, COMMUNE",25531.0,8572.0,33.57,189.0,8383.0,EDS,YOUTE WONSEBEO INNOCENT,1977,19.45,False
17,GUEMON,091,"DUEKOUE, COMMUNE",25531.0,8572.0,33.57,189.0,8383.0,MGC,KPEYA MONHESSEA,380,3.74,False
17,GUEMON,091,"DUEKOUE, COMMUNE",25531.0,8572.0,33.57,189.0,8383.0,INDEPENDANT,WOMBLEGNON EPSE LEMMENS JULIE,1402,13.79,False
17,GUEMON,092,"DUEKOUE, COMMUNE",30990.0,10715.0,34.58,550.0,10165.0,INDEPENDANT,BEAT-SEKI SEANDJE ANGE,1488,14.64,False
17,GUEMON,092,"DUEKOUE, COMMUNE",30990.0,10715.0,34.58,550.0,10165.0,RHDP,TAHOU THIERRY,3858,37.95,True
17,GUEMON,092,"DUEKOUE, COMMUNE",30990.0,10715.0,34.58,550.0,10165.0,GP-PAIX,GBE GNIONTY ANGELESSE JACQUELIN,258,2.54,False
18,GUEMON,092,"DUEKOUE, COMMUNE",30990.0,10715.0,34.58,550.0,10165.0,INDEPENDANT,KARIDIOULA SOULEYMANE,3946,37.19,False
18,GUEMON,093,"DUEKOUE, COMMUNE",19028.0,10798.0,56.75,187.0,10611.0,RHDP,FOFANA BASSATIGUI,6542,61.65,True
18,GUEMON,093,"DUEKOUE, COMMUNE",19028.0,10798.0,56.75,187.0,10611.0,INDEPENDANT,COULIBALY ABOUBAKARY,3373,20.25,False
18,GUEMON,094,"DUEKOUE, COMMUNE",28370.0,16909.0,59.6,253.0,16656.0,INDEPENDANT,COULIBALY DROUGNAN MOHAMED,311,1.87,False
18,GUEMON,094,"DUEKOUE, COMMUNE",28370.0,16909.0,59.6,253.0,16656.0,RHDP,KONATE IBRAHIM KALIL,12798,76.84,True
18,GUEMON,094,"DUEKOUE, COMMUNE",28370.0,16909.0,59.6,253.0,16656.0,ADCI,KARIDIOULA NIEHINAPARAN,555,4.89,False
18,GUEMON,094,"DUEKOUE, COMMUNE",28370.0,16909.0,59.6,253.0,16656.0,INDEPENDANT,OUATTARA DOKOLIO GERARD,2475,21.79,False
18,GUEMON,095,"DUEKOUE, COMMUNE",22014.0,11652.0,52.93,295.0,11357.0,INDEPENDANT,TRAORE KARIME,5146,29.8,False
18,HAMBOL,096,"DUEKOUE, COMMUNE",45033.0,17667.0,39.23,396.0,17271.0,RHDP,CAMARA POGABAHA THOMAS,11788,68.25,True
18,HAMBOL,096,"DUEKOUE, COMMUNE",45033.0,17667.0,39.23,396.0,17271.0,AIDE,PARE KATITCHO BINTOU CATHERINE,66,0.38,False
18,HAMBOL,096,"DUEKOUE, COMMUNE",45033.0,17667.0,39.23,396.0,17271.0,INDEPENDANT,TRAORE KARIDIA,2808,22.51,False
18,HAMBOL,097,"DUEKOUE, COMMUNE",27757.0,12576.0,45.31,103.0,12473.0,RHDP,KONE CATHERINE,8915,71.47,True
18,HAMBOL,097,"DUEKOUE, COMMUNE",27757.0,12576.0,45.31,103.0,12473.0,PDCI-RDA,TOURE ISSOUF,590,4.73,False
18,HAMBOL,098,"DUEKOUE, COMMUNE",23601.0,23389.0,99.1,44.0,23345.0,RHDP,KONE TIEMOKO MEYLIET,23329,99.93,True
18,HAMBOL,098,"DUEKOUE, COMMUNE",23601.0,23389.0,99.1,44.0,23345.0,INDEPENDANT,ALLIANCE POUR LA DEMOCRATIE ET LE DEVELOPPEMENT,3602,29.69,False
18,HAMBOL,099,"DUEKOUE, COMMUNE",41499.0,12590.0,30.34,457.0,12133.0,RHDP,"UNE COTE DIVOIRE EN PAIX, PROSPERE ET SOLIDAIRE",5873,48.41,True
18,HAMBOL,099,"DUEKOUE, COMMUNE",41499.0,12590.0,30.34,457.0,12133.0,PDCI-RDA,TOUS ENSEMBLE POUR LA COTE D'IVOIRE,2512,20.7,False
18,HAMBOL,099,"DUEKOUE, COMMUNE",41499.0,12590.0,30.34,457.0,12133.0,INDEPENDANT,PRO COTE D'IVOIRE POUR UN PARLEMENT DEFENSEUR DES POPULATIONS,412,1.53,False
18,HAMBOL,099,"DUEKOUE, COMMUNE",41499.0,12590.0,30.34,457.0,12133.0,INDEPENDANT,ENSEMBLE REALISONS,1035,3.83,False
18,HAMBOL,099,"DUEKOUE, COMMUNE",41499.0,12590.0,30.34,457.0,12133.0,INDEPENDANT,LESPOIR POLITIQUE DE DALOA,990,3.67,False
18,HAMBOL,100,"DALOA, VILLE ET SOUS-PREFECTURE",129515.0,27394.0,21.15,401.0,26993.0,RHDP,"UNE COTE D""IVOIRE EN PAIX,PROSPERE ET SOLIDAIRE",21340,79.06,True
18,HAMBOL,100,"DALOA, VILLE ET SOUS-PREFECTURE",129515.0,27394.0,21.15,401.0,26993.0,INDEPENDANT,POUR NOUS CEST DALOA,1844,6.83,False
18,HAMBOL,100,"DALOA, VILLE ET SOUS-PREFECTURE",129515.0,27394.0,21.15,401.0,26993.0,RHDP,OUATTARA BAKARY,3511,32.94,False
18,HAUT-SASSANDRA,101,"DALOA, VILLE ET SOUS-PREFECTURE",24051.0,10915.0,45.38,256.0,10659.0,INDEPENDANT,KIPRE STEPHANE AYMAR AUGUSTIN,5907,55.42,True
18,HAUT-SASSANDRA,101,"DALOA, VILLE ET SOUS-PREFECTURE",24051.0,10915.0,45.38,256.0,10659.0,MGC,BIAHI FLORA ESTELLE DESIREE,21,0.2,False
18,HAUT-SASSANDRA,101,"DALOA, VILLE ET SOUS-PREFECTURE",24051.0,10915.0,45.38,256.0,10659.0,PDCI-RDA,LIKANE-YAGUI JEAN,698,6.55,False
18,HAUT-SASSANDRA,101,"DALOA, VILLE ET SOUS-PREFECTURE",24051.0,10915.0,45.38,256.0,10659.0,INDEPENDANT,UNION DES JEUNES POUR LE DEVELOPPEMENT,264,2.01,False
18,HAUT-SASSANDRA,101,"DALOA, VILLE ET SOUS-PREFECTURE",24051.0,10915.0,45.38,256.0,10659.0,RHDP,"UNE COTE DIVOIRE EN PAIX,PROSPERE ET SOLIDAIRE",5651,43.0,True
18,HAUT-SASSANDRA,102,"DALOA, VILLE ET SOUS-PREFECTURE",52889.0,13588.0,25.69,447.0,13141.0,INDEPENDANT,EPI (ENSSEMBLE POUR ISSIA),2451,18.65,False
18,HAUT-SASSANDRA,102,"DALOA, VILLE ET SOUS-PREFECTURE",52889.0,13588.0,25.69,447.0,13141.0,INDEPENDANT,ENSEMBLE POUR LA CAUSE D'ISSIA,954,7.26,False
18,HAUT-SASSANDRA,102,"DALOA, VILLE ET SOUS-PREFECTURE",52889.0,13588.0,25.69,447.0,13141.0,INDEPENDANT,TOUS UNIS POUR ISSIA,3691,28.09,False
19,HAUT-SASSANDRA,102,"DALOA, VILLE ET SOUS-PREFECTURE",52889.0,13588.0,25.69,447.0,13141.0,INDEPENDANT,GOKOU YODE PATRICK,1793,29.58,False
19,HAUT-SASSANDRA,102,"DALOA, VILLE ET SOUS-PREFECTURE",52889.0,13588.0,25.69,447.0,13141.0,INDEPENDANT,SERY GBOGUHE RICHARD,308,5.08,False
19,HAUT-SASSANDRA,102,"DALOA, VILLE ET SOUS-PREFECTURE",52889.0,13588.0,25.69,447.0,13141.0,INDEPENDANT,LAGO DONWAHI CHARLES,133,2.19,False
19,HAUT-SASSANDRA,102,"DALOA, VILLE ET SOUS-PREFECTURE",52889.0,13588.0,25.69,447.0,13141.0,MNRP,LOUOBA MICHAEL,727,11.99,False
19,HAUT-SASSANDRA,103,"DALOA, VILLE ET SOUS-PREFECTURE",19888.0,6218.0,31.27,156.0,6062.0,RHDP,TRAORE DOTEME,1950,32.17,True
19,HAUT-SASSANDRA,103,"DALOA, VILLE ET SOUS-PREFECTURE",19888.0,6218.0,31.27,156.0,6062.0,INDEPENDANT,PALLE PALLE ISIDORE,91,1.5,False
19,HAUT-SASSANDRA,103,"DALOA, VILLE ET SOUS-PREFECTURE",19888.0,6218.0,31.27,156.0,6062.0,GP-PAIX,KOUAKOU KOFFI,44,0.73,False
19,HAUT-SASSANDRA,103,"DALOA, VILLE ET SOUS-PREFECTURE",19888.0,6218.0,31.27,156.0,6062.0,INDEPENDANT,YOBOUET KOUAKOU DIEUDONNE,49,0.81,False
19,HAUT-SASSANDRA,103,"DALOA, VILLE ET SOUS-PREFECTURE",19888.0,6218.0,31.27,156.0,6062.0,PDCI-RDA,DIBAHI DODO AMEDEE,891,14.7,False
19,HAUT-SASSANDRA,103,"DALOA, VILLE ET SOUS-PREFECTURE",19888.0,6218.0,31.27,156.0,6062.0,CODE,SERI LANDRY,342,2.59,False
19,HAUT-SASSANDRA,103,"DALOA, VILLE ET SOUS-PREFECTURE",19888.0,6218.0,31.27,156.0,6062.0,INDEPENDANT,SOKORA SOKORA ARMAND,216,1.64,False
19,HAUT-SASSANDRA,103,"DALOA, VILLE ET SOUS-PREFECTURE",19888.0,6218.0,31.27,156.0,6062.0,RHDP,LOKPO BRAHIMA,9209,69.82,True
19,HAUT-SASSANDRA,104,"NAHIO ET SAIOUA, COMMUNES ET SOUS-PREFECTURES",33075.0,13469.0,40.72,280.0,13189.0,INDEPENDANT,YOKOZO MARINA ANGELE,76,0.58,False
19,HAUT-SASSANDRA,104,"NAHIO ET SAIOUA, COMMUNES ET SOUS-PREFECTURES",33075.0,13469.0,40.72,280.0,13189.0,MGC,MADI BOUABRE,258,1.96,False
19,HAUT-SASSANDRA,104,"NAHIO ET SAIOUA, COMMUNES ET SOUS-PREFECTURES",33075.0,13469.0,40.72,280.0,13189.0,RHDP,"UNE COTE DIVOIRE EN PAIX, PROSPERE ET SOLIDAIRE",4576,37.97,True
19,HAUT-SASSANDRA,104,"NAHIO ET SAIOUA, COMMUNES ET SOUS-PREFECTURES",33075.0,13469.0,40.72,280.0,13189.0,INDEPENDANT,LE CHANGEMENT C'EST MAINTENANT,324,2.69,False
19,HAUT-SASSANDRA,105,"NAHIO ET SAIOUA, COMMUNES ET SOUS-PREFECTURES",40972.0,12481.0,30.46,430.0,12051.0,INDEPENDANT,"VAVOUA, JEUNESSE DEBOUT",297,2.46,False
19,HAUT-SASSANDRA,105,"NAHIO ET SAIOUA, COMMUNES ET SOUS-PREFECTURES",40972.0,12481.0,30.46,430.0,12051.0,INDEPENDANT,ENSEMBLE POUR LA RELEVE,58,0.48,False
19,HAUT-SASSANDRA,105,"NAHIO ET SAIOUA, COMMUNES ET SOUS-PREFECTURES",40972.0,12481.0,30.46,430.0,12051.0,INDEPENDANT,VAVOUA LE CHANGEMENT C'EST MAINTENANT,115,0.95,False
19,HAUT-SASSANDRA,105,"NAHIO ET SAIOUA, COMMUNES ET SOUS-PREFECTURES",40972.0,12481.0,30.46,430.0,12051.0,INDEPENDANT,UN NOUVEAU DEPART,65,0.54,False
19,HAUT-SASSANDRA,105,"NAHIO ET SAIOUA, COMMUNES ET SOUS-PREFECTURES",40972.0,12481.0,30.46,430.0,12051.0,PDCI-RDA,TOUS ENSEMBLE POUR LA COTE D'IVOIRE,2993,24.84,False
19,HAUT-SASSANDRA,105,"NAHIO ET SAIOUA, COMMUNES ET SOUS-PREFECTURES",40972.0,12481.0,30.46,430.0,12051.0,INDEPENDANT,KOUAME KOUADIO ANDERSON,1090,21.19,False
19,HAUT-SASSANDRA,105,"NAHIO ET SAIOUA, COMMUNES ET SOUS-PREFECTURES",40972.0,12481.0,30.46,430.0,12051.0,INDEPENDANT,N'GUESSAN KOUAKOU SALOMON,59,1.15,False
19,HAUT-SASSANDRA,105,"NAHIO ET SAIOUA, COMMUNES ET SOUS-PREFECTURES",40972.0,12481.0,30.46,430.0,12051.0,INDEPENDANT,SERY SOKO,310,6.03,False
19,HAUT-SASSANDRA,106,"DANIA, COMMUNE ET SOUS-PREFECTURE",12480.0,5299.0,42.46,154.0,5145.0,INDEPENDANT,GBEDEGNE NADJE HUGUES,173,3.36,False
19,HAUT-SASSANDRA,106,"DANIA, COMMUNE ET SOUS-PREFECTURE",12480.0,5299.0,42.46,154.0,5145.0,INDEPENDANT,BERTE NADO AMARA,57,1.11,False
19,HAUT-SASSANDRA,106,"DANIA, COMMUNE ET SOUS-PREFECTURE",12480.0,5299.0,42.46,154.0,5145.0,PDCI-RDA,TAPE TOUAPLI,975,18.95,False
20,HAUT-SASSANDRA,106,"DANIA, COMMUNE ET SOUS-PREFECTURE",12480.0,5299.0,42.46,154.0,5145.0,RHDP,TRA BI SUI GUILLAUME,3312,66.36,True
20,HAUT-SASSANDRA,107,"SEITIFLA, COMMUNE ET SOUS-PREFECTURE",11109.0,5174.0,46.57,183.0,4991.0,INDEPENDANT,TETEA ZAMOSSE LEONARD,357,4.52,False
20,HAUT-SASSANDRA,107,"SEITIFLA, COMMUNE ET SOUS-PREFECTURE",11109.0,5174.0,46.57,183.0,4991.0,PDCI-RDA,GOZE SEPLE BERNARD,3136,39.74,False
20,HAUT-SASSANDRA,107,"SEITIFLA, COMMUNE ET SOUS-PREFECTURE",11109.0,5174.0,46.57,183.0,4991.0,INDEPENDANT,KOUASSI KOUADIO FRANCOIS,48,0.65,False
20,HAUT-SASSANDRA,107,"SEITIFLA, COMMUNE ET SOUS-PREFECTURE",11109.0,5174.0,46.57,183.0,4991.0,GP-PAIX,KONAN KOUAKOU,98,1.32,False
